demographics_term,student_ID,major_term,course_prefix,course_number,course_suffix,course_credits,course_grade_letter
201708,1030,CHM,BIOL,3810,,3.0,A
201708,1030,CHM,PHYS,2212,K,4.0,B-
201708,1031,BIO,PHYS,1111,K,4.0,B
201708,1031,BIO,BIOL,4930,,4.0,B
201708,1031,BIO,BIOL,4241,,4.0,C-
201708,1031,BIO,BIOL,3900,,3.0,B
201708,1029,BIO,ANTH,2020,,3.0,W
201708,1029,BIO,CRJU,2200,,3.0,W
201708,1033,CHM,CHIN,2002,,3.0,B-
201708,1033,CHM,CHEM,4000,,3.0,B-
201708,1033,CHM,CHEM,4110,,3.0,B
201708,1033,CHM,JOUR,1000,,3.0,A
201708,1100,BIO,BIOL,3910,,1.0,A
201708,1100,BIO,CHEM,2410,,3.0,W
201708,1100,BIO,MUA,1500,,3.0,A+
201708,1100,BIO,BIOL,3440,,3.0,B
201708,1100,BIO,BIOL,4960,,1.0,S
201708,1100,BIO,BIOL,3880,,3.0,B
201708,1102,CIS,CSC,1010,,3.0,D
201708,1102,CIS,MATH,1070,,3.0,-W
201708,1102,CIS,ECON,2106,,3.0,B
201708,1104,PSY,WGSS,2010,,3.0,B
201708,1104,PSY,ASTR,1000,,3.0,C
201708,1104,PSY,PSYC,4100,,3.0,B
201708,1104,PSY,PSYC,4020,,3.0,A
201708,1105,PSY,SPAN,1002,,3.0,W
201708,1105,PSY,POLS,2401,,3.0,W
201708,1105,PSY,ASTR,1010,K,4.0,W
201708,1105,PSY,PSYC,2030,,3.0,W
201708,1108,NEUR,BUSA,2106,,3.0,B+
201708,1108,NEUR,FLME,2700,,3.0,B
201708,1108,NEUR,ARBC,2001,,3.0,A
201708,1108,NEUR,POLS,1101,,3.0,A
201708,1108,NEUR,ACCT,2101,,3.0,A-
201708,1107,FI,RMI,4530,,3.0,B-
201708,1107,FI,CIS,4680,,3.0,A
201708,1107,FI,FI,3300,,3.0,C-
201708,1107,FI,MK,3010,,3.0,B
201708,1098,CHM,BIOL,2120,K,4.0,A
201708,1098,CHM,CHEM,4010,,3.0,A+
201708,1098,CHM,PERS,2002,,2.0,A-
201708,1098,CHM,MATH,1070,,3.0,A+
201708,1094,CHM,CHEM,2410,,3.0,C
201708,1094,CHM,BIOL,2108,K,4.0,B+
201708,1094,CHM,PHYS,2212,K,4.0,C
201708,1092,ART,GRD,4020,,3.0,B
201708,1092,ART,GRD,3910,,3.0,A
201708,1092,ART,GRD,4310,,3.0,A-
201708,1092,ART,GRD,4100,,3.0,A
201708,1092,ART,ART,3910,,3.0,A
201708,1093,IDS,CIS,2010,,3.0,A+
201708,1093,IDS,SNHP,2010,,3.0,A
201708,1093,IDS,NUTR,3100,,3.0,A+
201708,1093,IDS,SNHP,2000,,1.0,A
201708,1093,IDS,BIOL,2120,K,4.0,B+
201708,1106,CHM,CHEM,4110,,3.0,B
201708,1106,CHM,CHEM,4170,,4.0,A-
201708,1106,CHM,CHEM,4010,,3.0,B+
201708,1106,CHM,SPAN,1002,,3.0,A
201708,1109,CHM,ECON,2100,,3.0,A+
201708,1109,CHM,BIOL,3800,,3.0,A
201708,1109,CHM,POLS,1101,,3.0,A-
201708,1109,CHM,CHEM,4150,,3.0,A+
201708,1109,CHM,CHEM,4000,,3.0,A-
201708,1112,PSY,PSYC,4800,,3.0,A
201708,1112,PSY,CHEM,2100,,2.0,B
201708,1112,PSY,PSYC,4100,,3.0,W
201708,1112,PSY,PHYS,1111,K,4.0,A
201708,1057,PSY,PSYC,4040,,3.0,A+
201708,1057,PSY,SOCI,4315,,3.0,A+
201708,1057,PSY,ANTH,2020,,3.0,A+
201708,1057,PSY,PSYC,4100,,3.0,A
201708,1057,PSY,PSYC,3570,,3.0,A+
201708,1058,PSY,PSYC,3140,,3.0,C+
201708,1058,PSY,CHEM,2410,,3.0,W
201708,1058,PSY,PSYC,4030,,3.0,B+
201708,1058,PSY,PSYC,3530,,4.0,C+
201708,1062,PSY,PSYC,4650,,3.0,A
201708,1062,PSY,PSYC,4130,,3.0,A-
201708,1062,PSY,GEOL,1122,K,4.0,B
201708,1062,PSY,PSYC,4160,,3.0,C+
201708,1062,PSY,CPS,3500,,3.0,B
201708,990,PSY,PSYC,4030,,3.0,A+
201708,990,PSY,EPY,2040,,3.0,A
201708,990,PSY,EPY,4360,,3.0,A
201708,990,PSY,MUA,1930,,3.0,A
201708,990,PSY,PSYC,4800,,3.0,A+
201708,990,PSY,EPY,3010,,3.0,A
201708,998,CHM,CHEM,2410,,3.0,C
201708,998,CHM,CHEM,2100,,2.0,C
201708,998,CHM,BIOL,2108,K,4.0,C
201708,998,CHM,ENGL,1102,,3.0,B
201708,999,CHM,PHYS,2212,K,4.0,W
201708,999,CHM,CHEM,4110,,3.0,W
201708,999,CHM,CHEM,4600,,5.0,F
201708,988,PSYC,THEA,2040,,3.0,B
201708,988,PSYC,HIST,2110,,3.0,C
201708,988,PSYC,ENGL,1102,,3.0,C
201708,988,PSYC,MATH,1001,,3.0,F
201708,989,CHM,CHEM,4120,,3.0,C
201708,989,CHM,CHEM,2410,,3.0,C-
201708,984,CHM,CHEM,4010,,3.0,B+
201708,984,CHM,CHEM,4110,,3.0,B+
201708,984,CHM,BIOL,3810,,3.0,A+
201708,984,CHM,BIOL,3240,,3.0,D
201708,994,PSY,PHYS,1112,K,4.0,A+
201708,995,CHM,BIOL,3880,,3.0,A+
201708,995,CHM,BIOL,3890,,1.0,A+
201708,995,CHM,MATH,1070,,3.0,A+
201708,996,SOC,ECON,2100,,3.0,D
201708,996,SOC,SOCI,1160,,3.0,C+
201708,996,SOC,SOCI,1101,,3.0,F
201708,971,PSY,GEOG,1112,K,4.0,B
201708,971,PSY,PSYC,2040,,3.0,A-
201708,971,PSY,HIST,1112,,3.0,A-
201708,971,PSY,SOCI,1101,,3.0,B+
201708,974,0001,PSYC,3140,,3.0,A
201708,974,0001,SNHP,3000,,3.0,A
201708,974,0001,BIOL,2120,K,4.0,A-
201708,974,0001,BIOL,2310,,1.0,A+
201708,974,0001,NURS,2010,,3.0,A
201708,974,0001,BIOL,2300,,3.0,A
201708,979,PSY,GEOG,1113,K,4.0,B-
201708,979,PSY,CPS,3400,,3.0,D
201708,978,PSY,BIOL,2110,K,4.0,B
201708,978,PSY,BIOL,2108,K,4.0,B-
201708,978,PSY,MATH,2201,,4.0,A+
201708,978,PSY,PSYC,3510,,4.0,B
201708,982,BIO,BIOL,4282,,4.0,C
201708,982,BIO,PSYC,3140,,3.0,A-
201708,982,BIO,BIOL,4278,,4.0,W
201708,982,BIO,CHEM,2400,,3.0,F
201708,960,EDPK,ENVS,1401,L,1.0,D
201708,960,EDPK,ENVS,1401,,3.0,B
201708,960,EDPK,PERS,2003,,2.0,B
201708,960,EDPK,ART,1301,,3.0,B
201708,961,PSY,ASTR,1000,,3.0,B
201708,961,PSY,PSYC,3510,,4.0,W
201708,961,PSY,WGSS,3010,,3.0,B+
201708,961,PSY,PSYC,4300,,3.0,A+
201708,961,PSY,WGSS,3130,,3.0,A
201708,968,BIO,BIOL,2107,K,4.0,A-
201708,968,BIO,BIOL,2110,K,4.0,A-
201708,968,BIO,PSYC,1101,,3.0,B
201708,968,BIO,HON,1000,,1.0,S
201708,963,PSY,PSYC,3510,,4.0,A-
201708,963,PSY,CPS,3200,,3.0,A
201708,963,PSY,PHIL,1010,,2.0,B
201708,963,PSY,PSYC,2050,,3.0,B
201708,963,PSY,GEOG,1113,K,4.0,A
201708,962,PSYC,SPAN,1001,,3.0,B
201708,962,PSYC,RELS,2001,,3.0,C
201708,962,PSYC,POLS,1101,,3.0,C
201708,962,PSYC,PSYC,1101,,3.0,B
201708,967,PSY,GEOG,1113,K,4.0,B
201708,967,PSY,PSYC,4560,,3.0,B
201708,967,PSY,HIST,4550,,4.0,B+
201708,969,BIO,CHEM,3110,,2.0,A-
201708,969,BIO,BIOL,3890,,1.0,A
201708,969,BIO,BIOL,4428,,4.0,A-
201708,969,BIO,BIOL,3021,,3.0,A
201708,1042,IDS,EPRS,4900,,3.0,B+
201708,1042,IDS,CPS,3500,,3.0,A
201708,1044,CHM,PSYC,1101,,3.0,W
201708,1044,CHM,MATH,2212,,4.0,W
201708,1044,CHM,CHEM,2410,,3.0,W
201708,1044,CHM,HIST,1111,,3.0,W
201708,1046,EXS,KH,4600,,3.0,A-
201708,1046,EXS,KH,3650,,4.0,A
201708,1046,EXS,SPAN,1001,,3.0,A-
201708,1046,EXS,NUTR,4960,,3.0,A
201708,1049,MK,BUSA,2106,,3.0,C
201708,1049,MK,CIS,2010,,3.0,A-
201708,1049,MK,ECON,2105,,3.0,A
201708,1049,MK,CRJU,3100,,3.0,C
201708,1049,MK,MATH,1070,,3.0,B+
201708,1047,CHM,CHEM,4000,,3.0,A-
201708,1047,CHM,BIOL,3250,,1.0,W
201708,1047,CHM,CHEM,4600,,5.0,A
201708,1047,CHM,CHEM,4110,,3.0,W
201708,1047,CHM,CHEM,3690,,1.0,A
201708,1047,CHM,BIOL,3240,,3.0,W
201708,1051,NEUR,NEUR,4200,,3.0,A
201708,1051,NEUR,NEUR,4330,,3.0,A-
201708,1051,NEUR,CHEM,2410,,3.0,W
201708,1051,NEUR,NEUR,3010,,4.0,A-
201708,1052,PSY,PHYS,1111,K,4.0,W
201708,1052,PSY,PSYC,2070,,3.0,A+
201708,1052,PSY,PSYC,2050,,3.0,B+
201708,1052,PSY,CHEM,2100,,2.0,B-
201708,1073,AC,ACCT,4310,,3.0,B-
201708,1073,AC,ASTR,1010,K,4.0,A
201708,1073,AC,MGS,3100,,3.0,W
201708,1073,AC,FI,3300,,3.0,B+
201708,1073,AC,MGS,3400,,3.0,A
201708,1076,FMV,JOUR,2500,,3.0,A
201708,1076,FMV,FLME,4760,,4.0,A+
201708,1076,FMV,ENGL,2110,,3.0,A-
201708,1076,FMV,MUA,3500,,3.0,A
201708,1076,FMV,FLME,3100,,2.0,W
201708,1076,FMV,FLME,4240,,3.0,A-
201708,1077,0001,KH,2022,,3.0,W
201708,1077,0001,KH,3650,,4.0,-W
201708,1077,0001,KH,3600,,3.0,W
201708,1077,0001,KH,2520,,3.0,W
201708,1077,0001,KH,2220,,3.0,W
201708,1082,PSY,PSYC,3510,,4.0,C
201708,1082,PSY,GEOL,1122,K,4.0,B
201708,1082,PSY,ASL,1001,,3.0,A
201708,1082,PSY,HIST,1111,,3.0,B
201708,1082,PSY,PSYC,4160,,3.0,B+
201708,1071,PH,PH,3001,,3.0,A-
201708,1071,PH,MATH,1070,,3.0,D
201708,1071,PH,PH,3035,,3.0,A
201708,1071,PH,PMAP,3210,,3.0,B
201708,1068,ENG,ENGL,2120,,3.0,C
201708,1068,ENG,ECON,2106,,3.0,C+
201708,1068,ENG,SCOM,2050,,3.0,A-
201708,1068,ENG,ENGL,2110,,3.0,A-
201708,1068,ENG,ENGL,3130,,3.0,B-
201708,1068,ENG,AH,1700,,3.0,A-
201708,1069,NEUR,NEUR,3000,,4.0,C-
201708,1069,NEUR,PHYS,1111,K,4.0,C+
201708,1069,NEUR,PSYC,3140,,3.0,B+
201708,1069,NEUR,CHEM,2100,,2.0,C-
201708,1069,NEUR,CHEM,2400,,3.0,C-
201708,1070,CHM,CHEM,3110,,2.0,F
201708,1070,CHM,CHEM,3400,,3.0,W
201708,1070,CHM,BIOL,2108,K,4.0,F
201708,1070,CHM,ECON,2106,,3.0,C+
201708,1070,CHM,PERS,2001,,2.0,D
201708,1067,BIO,PHYS,1111,K,4.0,A+
201708,1067,BIO,BIOL,3880,,3.0,B
201708,1067,BIO,HIST,1111,,3.0,A
201708,1067,BIO,BIOL,3840,,3.0,B+
201708,1067,BIO,ECON,2105,,3.0,B+
201708,1080,PSY,WGSS,2010,,3.0,B+
201708,1080,PSY,SOCI,3212,,3.0,B+
201708,1080,PSY,AH,1850,,3.0,B+
201708,1080,PSY,PSYC,1100,,3.0,B
201708,1080,PSY,PSYC,3530,,4.0,B+
201708,1084,CHM,PSYC,2103,,3.0,B
201708,1084,CHM,CHEM,4000,,3.0,I
201708,1084,CHM,PHYS,2212,K,4.0,C+
201708,1084,CHM,CHEM,2100,,2.0,C+
201708,1090,PSY,AAS,1140,,3.0,W
201708,1090,PSY,PMAP,3021,,3.0,W
201708,1090,PSY,SOCI,1160,,3.0,D
201708,1090,PSY,PSYC,4610,,3.0,F
201708,1090,PSY,PSYC,3140,,3.0,A-
201708,1087,IDS,BUSA,2106,,3.0,B-
201708,1087,IDS,MATH,1101,,3.0,B-
201708,1087,IDS,GEOG,1113,K,4.0,B
201708,1087,IDS,JOUR,1000,,3.0,B
201708,1087,IDS,PERS,2002,,2.0,A
201708,1086,CHEM,BIOL,2310,,1.0,A
201708,1086,CHEM,BIOL,2300,,3.0,A
201708,1086,CHEM,CHEM,2400,,3.0,A
201708,1086,CHEM,CHEM,2400,L,1.0,A
201708,1086,CHEM,BIOL,2108,L,1.0,A
201708,1086,CHEM,BIOL,2108,,3.0,A
201708,1120,PSY,PSYC,2030,,3.0,A-
201708,1120,PSY,PSYC,3570,,3.0,A
201708,1120,PSY,PSYC,4160,,3.0,A-
201708,1120,PSY,PERS,2002,,2.0,B-
201708,1120,PSY,PSYC,3510,,4.0,B+
201708,1120,PSY,PSYC,3140,,3.0,A
201708,1121,0001,NUTR,2100,,3.0,F
201708,1121,0001,NUTR,4960,,3.0,W
201708,1121,0001,PHYS,1111,K,4.0,F
201708,1121,0001,CHEM,2400,,3.0,-W
201708,1122,PH,HON,3260,,3.0,A-
201708,1122,PH,PH,4010,,3.0,A
201708,1122,PH,PH,3010,,3.0,A+
201708,1122,PH,PH,3035,,3.0,A
201708,1122,PH,PH,4060,,3.0,A
201708,1131,PSY,PSYC,4400,,3.0,A+
201708,1131,PSY,PERS,2001,,2.0,A-
201708,1131,PSY,CHEM,2400,,3.0,A-
201708,1131,PSY,MATH,1070,,3.0,A+
201708,1131,PSY,PSYC,3510,,4.0,A-
201708,1130,NEUR,PERS,2001,,2.0,A
201708,1130,NEUR,BIOL,3800,,3.0,B
201708,1130,NEUR,BIOL,3840,,3.0,A
201708,1130,NEUR,NEUR,3010,,4.0,W
201708,1130,NEUR,NEUR,3000,,4.0,A
201708,1129,CIS,ECON,2105,,3.0,B
201708,1129,CIS,ACCT,2102,,3.0,C+
201708,1129,CIS,CIS,2010,,3.0,B
201708,1129,CIS,BUSA,2106,,3.0,B+
201708,1126,PSY,PSYC,3510,,4.0,A+
201708,1126,PSY,FREN,1001,,3.0,A+
201708,1126,PSY,PHYS,1111,K,4.0,B+
201708,1126,PSY,BIOL,2108,K,4.0,B+
201708,1124,PSY,PSYC,3510,,4.0,A
201708,1124,PSY,CHEM,3110,,2.0,A-
201708,1124,PSY,PHYS,1112,K,4.0,A+
201708,1124,PSY,CHEM,2410,,3.0,A
201708,1118,PHI,SPAN,1001,,3.0,A
201708,1118,PHI,POLS,1101,,3.0,A+
201708,1118,PHI,PHIL,2010,,3.0,A
201708,1118,PHI,HIST,1111,,3.0,A
201708,1116,FI,MK,3010,,3.0,B+
201708,1116,FI,MGS,3100,,3.0,B-
201708,1116,FI,BCOM,3950,,3.0,A-
201708,1116,FI,GEOG,1113,K,4.0,A
201708,1116,FI,CPS,3300,,3.0,B
201708,1128,CHEM,CHEM,2400,,3.0,D
201708,1128,CHEM,CHEM,2400,L,1.0,B
201708,1128,CHEM,PERS,2001,,2.0,B
201708,1128,CHEM,SCOM,1500,,3.0,C
201708,1127,CHM,ECON,2106,,3.0,A-
201708,1127,CHM,PHYS,2211,K,4.0,A+
201708,1127,CHM,BIOL,2110,K,4.0,B
201708,1127,CHM,SCOM,1500,,3.0,A
201708,1134,PSY,PSYC,2050,,3.0,F
201708,1134,PSY,PSYC,3570,,3.0,D
201708,1134,PSY,BIOL,2107,K,4.0,D
201708,1134,PSY,BIOL,2300,,3.0,D
201708,1133,BIO,BIOL,3840,,3.0,W
201708,1133,BIO,PHYS,1111,K,4.0,A-
201708,1133,BIO,BIOL,3810,,3.0,A
201708,1133,BIO,PHIL,1010,,2.0,A-
201708,1133,BIO,BIOL,3800,,3.0,A
201708,1132,MK,MATH,1070,,3.0,W
201708,1132,MK,BUSA,2106,,3.0,F
201708,1132,MK,HIST,1112,,3.0,F
201708,1132,MK,ACCT,2101,,3.0,W
201708,1132,MK,FLME,2700,,3.0,F
201708,1383,CSC,PHYS,2211,K,4.0,C
201708,1383,CSC,MATH,2212,,4.0,C
201708,1383,CSC,CSC,1302,,4.0,C+
201708,1384,PSY,AAS,2010,,3.0,A
201708,1384,PSY,PSYC,3530,,4.0,A
201708,1384,PSY,SOCI,4311,,3.0,B-
201708,1384,PSY,PSYC,3110,,3.0,A-
201708,1384,PSY,SPAN,1001,,3.0,B+
201708,1389,CHM,BIOL,2107,K,4.0,C
201708,1389,CHM,CHEM,1212,K,4.0,B-
201708,1387,CSC,PERS,2001,,2.0,B+
201708,1387,CSC,RELS,3500,,3.0,A-
201708,1387,CSC,PHYS,2211,K,4.0,A
201708,1387,CSC,CSC,1301,,4.0,B
201708,1388,CHM,MATH,2215,,4.0,A
201708,1388,CHM,PHYS,2211,K,4.0,A
201708,1388,CHM,ECON,2106,,3.0,A-
201708,1388,CHM,CHEM,1212,K,4.0,A
201708,1386,BIOL,SPAN,1002,,3.0,A
201708,1386,BIOL,BIOL,1103,L,1.0,B
201708,1386,BIOL,BIOL,1103,,3.0,B
201708,1386,BIOL,ENGL,1102,,3.0,B
201708,1385,CHM,SPAN,1001,,3.0,A-
201708,1385,CHM,PHYS,2211,K,4.0,D
201708,1385,CHM,NUTR,3100,,3.0,A-
201708,1379,BIO,BIOL,2107,K,4.0,A-
201708,1379,BIO,POLS,2401,,3.0,B-
201708,1379,BIO,PHYS,2211,K,4.0,C
201708,1379,BIO,CHEM,4000,,3.0,W
201708,1377,BIO,BIOL,3800,,3.0,B
201708,1377,BIO,PERS,2001,,2.0,A+
201708,1377,BIO,SPAN,1002,,3.0,A-
201708,1377,BIO,CHEM,2410,,3.0,B
201708,1377,BIO,PHYS,1111,K,4.0,B+
201708,1376,CHM,CHEM,4190,,3.0,B
201708,1373,NEUR,HON,2260,,1.0,A
201708,1373,NEUR,NEUR,4115,,4.0,A-
201708,1373,NEUR,CHEM,2410,,3.0,C+
201708,1373,NEUR,CHEM,2100,,2.0,A-
201708,1373,NEUR,NEUR,4980,,2.0,A
201708,1373,NEUR,ECON,2100,,3.0,A+
201708,1390,PSY,GEOL,2001,,3.0,B
201708,1390,PSY,PSYC,3510,,4.0,A-
201708,1390,PSY,FREN,1002,,3.0,B
201708,1390,PSY,GEOG,1112,K,4.0,B
201708,1391,BIO,CHEM,2410,,3.0,A
201708,1391,BIO,HIST,1111,,3.0,A
201708,1391,BIO,BIOL,3800,,3.0,A
201708,1391,BIO,BIOL,3840,,3.0,W
201708,1396,PSY,PSYC,4100,,3.0,B-
201708,1396,PSY,PSYC,4400,,3.0,C
201708,1397,CRJU,MATH,1070,,3.0,B
201708,1397,CRJU,HIST,1111,,3.0,W
201708,1397,CRJU,CRJU,1100,,3.0,A
201708,1397,CRJU,ENGL,2110,,3.0,B
201708,1393,BIO,BIOL,3900,,3.0,A
201708,1393,BIO,CHEM,4600,,5.0,A
201708,1393,BIO,MATH,1070,,3.0,A+
201708,1393,BIO,BIOL,3021,,3.0,A+
201708,1393,BIO,PERS,2002,,2.0,A+
201708,1433,PSYC,PSYC,2621,,3.0,B
201708,1433,PSYC,ENGL,1102,,3.0,A
201708,1436,PSY,PSYC,2030,,3.0,B+
201708,1436,PSY,PSYC,2050,,3.0,B-
201708,1436,PSY,PSYC,3510,,4.0,B-
201708,1436,PSY,ART,1010,,3.0,A+
201708,1435,PSY,PSYC,3140,,3.0,C+
201708,1435,PSY,THEA,2210,,3.0,B-
201708,1435,PSY,PSYC,3530,,4.0,C
201708,1435,PSY,PSYC,3110,,3.0,B-
201708,1432,NEUR,CHEM,1212,K,4.0,B
201708,1432,NEUR,SNHP,2010,,3.0,A
201708,1432,NEUR,THEA,2040,,3.0,W
201708,1432,NEUR,MATH,1113,,3.0,A
201708,1432,NEUR,POLS,1101,,3.0,A-
201708,1437,CHM,ECON,2100,,3.0,C+
201708,1437,CHM,ASTR,1010,K,4.0,W
201708,1437,CHM,CPS,3400,,3.0,A
201708,1437,CHM,PERS,2002,,2.0,B+
201708,1413,PSY,PSYC,3530,,4.0,B-
201708,1413,PSY,PSYC,4030,,3.0,A
201708,1413,PSY,NUTR,4960,,3.0,A
201708,1413,PSY,EDRD,3400,,3.0,A+
201708,1419,BIO,ENGL,1101,,3.0,A-
201708,1419,BIO,MUA,1930,,3.0,B
201708,1419,BIO,GSU,1010,,1.0,F
201708,1419,BIO,POLS,2401,,3.0,A
201708,1419,BIO,HIST,2110,,3.0,B-
201708,1419,BIO,SCOM,1000,,2.0,B
201708,1418,JOU,PERS,2001,,2.0,B
201708,1418,JOU,JOUR,1010,,3.0,A
201708,1418,JOU,SCOM,2050,,3.0,B+
201708,1418,JOU,HIST,2110,,3.0,A
201708,1418,JOU,CHEM,1212,K,4.0,F
201708,1416,CHM,POLS,2401,,3.0,C+
201708,1416,CHM,MATH,2201,,4.0,C
201708,1416,CHM,CHEM,1212,K,4.0,B-
201708,1416,CHM,PHIL,1010,,2.0,C+
201708,1416,CHM,SPAN,1001,,3.0,C-
201708,1417,PSYC,ENGL,989,,4.0,A%
201708,1417,PSYC,PERS,2002,,2.0,A
201708,1417,PSYC,MATH,997,,1.0,A%
201708,1417,PSYC,MATH,1001,,3.0,A
201708,1417,PSYC,PHIL,1010,,2.0,A
201708,1414,CHM,CHEM,2401,,1.0,A
201708,1414,CHM,PHIL,2010,,3.0,GP
201708,1414,CHM,CHEM,2400,,3.0,A-
201708,1414,CHM,MATH,2215,,4.0,B
201708,1414,CHM,PHYS,2211,K,4.0,A-
201708,1411,PSY,PSYC,3110,,3.0,C
201708,1411,PSY,PSYC,3510,,4.0,F
201708,1411,PSY,PSYC,3140,,3.0,B-
201708,1411,PSY,PSYC,3520,,3.0,D
201708,1415,PSY,WGSS,2010,,3.0,A-
201708,1415,PSY,HIST,1112,,3.0,A
201708,1415,PSY,PSYC,4160,,3.0,B+
201708,1415,PSY,GEOL,1121,K,4.0,B
201708,1415,PSY,SOCI,1160,,3.0,B
201708,1420,BIO,BIOL,2106,,2.0,A
201708,1420,BIO,BIOL,2107,K,4.0,A+
201708,1420,BIO,CHEM,1212,K,4.0,A+
201708,1420,BIO,SOCI,1101,,3.0,A
201708,1361,BIO,BIOL,3900,,3.0,F
201708,1361,BIO,BIOL,3840,,3.0,F
201708,1361,BIO,BIOL,3880,,3.0,-W
201708,1361,BIO,BIOL,4010,,3.0,F
201708,1361,BIO,BIOL,3430,,3.0,-W
201708,1361,BIO,BIOL,4960,,1.0,S
201708,1366,CHM,CHEM,4600,,5.0,C
201708,1366,CHM,CHEM,4940,,1.0,B
201708,1366,CHM,CHEM,4000,,3.0,B
201708,1358,IDS,PERS,2002,,2.0,B
201708,1358,IDS,SCOM,2050,,3.0,B
201708,1358,IDS,ENGL,1102,,3.0,C
201708,1358,IDS,EPY,2040,,3.0,F
201708,1358,IDS,EPY,2050,,3.0,C
201708,1358,IDS,HIST,1112,,3.0,C
201708,1362,NEUR,FLME,2700,,3.0,B
201708,1362,NEUR,BIOL,2108,K,4.0,C+
201708,1362,NEUR,CHEM,2400,,3.0,C
201708,1362,NEUR,MATH,2201,,4.0,C
201708,1363,CHM,CHEM,4150,,3.0,B
201708,1363,CHM,BIOL,3800,,3.0,A-
201708,1363,CHM,BIOL,3810,,3.0,B+
201708,1363,CHM,CHEM,2100,,2.0,B
201708,1363,CHM,CHEM,4000,,3.0,I
201708,1364,CHM,PSYC,4650,,3.0,A-
201708,1364,CHM,HON,2260,,1.0,A
201708,1364,CHM,BIOL,2107,K,4.0,A+
201708,1364,CHM,PHYS,2211,K,4.0,A+
201708,1365,PSY,MATH,1113,,3.0,C+
201708,1365,PSY,HON,1000,,1.0,S
201708,1365,PSY,CHEM,1211,K,4.0,W
201708,1365,PSY,PSYC,3510,,4.0,A
201708,1365,PSY,FREN,2001,,3.0,A-
201708,1365,PSY,SCOM,1000,,2.0,C
201708,1369,BIO,MATH,1070,,3.0,F
201708,1369,BIO,CHEM,1211,K,4.0,C+
201708,1369,BIO,HIST,2110,,3.0,B
201708,1369,BIO,POLS,2401,,3.0,B
201708,1370,BIO,CHEM,1211,K,4.0,B
201708,1370,BIO,BIOL,2106,,2.0,B+
201708,1370,BIO,MATH,1113,,3.0,B-
201708,1370,BIO,SNHP,3000,,3.0,A
201708,1371,BIO,PSYC,1101,,3.0,B+
201708,1371,BIO,ANTH,1102,,3.0,F
201708,1371,BIO,POLS,1101,,3.0,F
201708,1371,BIO,ENGL,1102,,3.0,B
201708,1371,BIO,AH,1700,,3.0,F
201708,1368,STU,BIOL,2108,K,4.0,C
201708,1368,STU,MATH,2211,,4.0,A-
201708,1368,STU,HIST,2110,,3.0,B
201708,1368,STU,CHEM,1212,K,4.0,B
201708,1341,BIO,PHIL,1010,,2.0,C+
201708,1341,BIO,HIST,2110,,3.0,A-
201708,1341,BIO,CHEM,1211,K,4.0,C+
201708,1341,BIO,POLS,1101,,3.0,B
201708,1344,MTH,CPS,3200,,3.0,B
201708,1344,MTH,MATH,2641,,3.0,A-
201708,1344,MTH,MATH,2420,,3.0,C+
201708,1344,MTH,MATH,2215,,4.0,A-
201708,1343,BIO,BIOL,2107,K,4.0,A+
201708,1343,BIO,PERS,2002,,2.0,A
201708,1343,BIO,HON,1000,,1.0,S
201708,1343,BIO,POLS,1101,,3.0,A
201708,1343,BIO,CHEM,1212,K,4.0,C
201708,1346,BIO,GSU,1050,,1.0,I
201708,1352,BIO,SOCI,1101,,3.0,B
201708,1352,BIO,PSYC,3140,,3.0,A-
201708,1352,BIO,PHIL,4740,,3.0,B-
201708,1352,BIO,MATH,1070,,3.0,B-
201708,1353,CHM,MATH,2212,,4.0,F
201708,1353,CHM,CHEM,1212,K,4.0,C-
201708,1353,CHM,BIOL,2108,K,4.0,C+
201708,1351,PSY,MATH,1101,,3.0,C
201708,1351,PSY,SOCI,1101,,3.0,B
201708,1351,PSY,PSYC,2050,,3.0,B-
201708,1351,PSY,HON,1000,,1.0,S
201708,1351,PSY,CRJU,3100,,3.0,B
201708,1351,PSY,PERS,2002,,2.0,A
201708,1349,PSY,POLS,2401,,3.0,A-
201708,1349,PSY,PERS,2002,,2.0,A-
201708,1349,PSY,CHEM,1211,K,4.0,C
201708,1349,PSY,PSYC,2050,,3.0,C+
201708,1340,BIO,CHEM,1211,K,4.0,A-
201708,1340,BIO,MATH,1113,,3.0,A+
201708,1340,BIO,HIST,2110,,3.0,A-
201708,1340,BIO,PERS,2001,,2.0,B
201708,1340,BIO,PHIL,1010,,2.0,B+
201708,1340,BIO,ENGL,1102,,3.0,A
201708,1339,CHM,SOCI,1101,,3.0,F
201708,1339,CHM,SCOM,2050,,3.0,B
201708,1339,CHM,MATH,1113,,3.0,B-
201708,1339,CHM,CHEM,1212,K,4.0,B
201708,1336,CHM,CHEM,2400,,3.0,A-
201708,1336,CHM,CHEM,4150,,3.0,A+
201708,1337,BIO,SCOM,1500,,3.0,A-
201708,1337,BIO,SCOM,1000,,2.0,B
201708,1337,BIO,BIOL,2300,,3.0,C
201708,1337,BIO,NUTR,2100,,3.0,A-
201708,1337,BIO,MATH,1113,,3.0,D
201708,1347,CHM,GSU,1010,,1.0,A+
201708,1347,CHM,POLS,1101,,3.0,B
201708,1347,CHM,CHEM,1211,K,4.0,B
201708,1347,CHM,MATH,1111,,3.0,B
201708,1347,CHM,SCOM,1000,,2.0,A
201708,1347,CHM,PHIL,2010,,3.0,A-
201708,1348,CHM,MUS,1061,,1.0,A+
