student_ID,demographics_term,semester_number,term_earliest,academic_year,major_term,major_term_earliest,major_graduation,graduation_level,graduation_status,graduation_date,graduation_date_bachelors,student_level,transfer_hours_term,flag_transfer,max_course_term,major_term_name
695,202301,8,201908,2023,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/12/2023',)",2023-05-12,US,9.0,1,202301,Psychology
696,201908,1,201908,2020,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/5/2024',)",2024-01-05,US,9.0,1,202308,Other
696,202001,2,201908,2020,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/5/2024',)",2024-01-05,US,9.0,1,202308,Other
696,202005,3,201908,2020,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/5/2024',)",2024-01-05,US,9.0,1,202308,Other
696,202008,4,201908,2021,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/5/2024',)",2024-01-05,US,9.0,1,202308,Other
696,202101,5,201908,2021,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/5/2024',)",2024-01-05,US,9.0,1,202308,Psychology
696,202105,6,201908,2021,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/5/2024',)",2024-01-05,US,9.0,1,202308,Psychology
696,202108,7,201908,2022,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/5/2024',)",2024-01-05,US,9.0,1,202308,Psychology
696,202201,8,201908,2022,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/5/2024',)",2024-01-05,US,9.0,1,202308,Psychology
696,202208,9,201908,2023,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/5/2024',)",2024-01-05,US,9.0,1,202308,Psychology
696,202301,10,201908,2023,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/5/2024',)",2024-01-05,US,9.0,1,202308,Psychology
697,202008,1,202008,2021,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202101,Chemistry
697,202101,2,202008,2021,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202101,Chemistry
698,201808,1,201808,2019,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/8/2021',)",2021-01-08,US,,0,202008,Other
698,201901,2,201808,2019,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/8/2021',)",2021-01-08,US,,0,202008,Other
698,201905,3,201808,2019,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/8/2021',)",2021-01-08,US,,0,202008,Psychology
698,201908,4,201808,2020,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/8/2021',)",2021-01-08,US,,0,202008,Psychology
698,202001,5,201808,2020,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/8/2021',)",2021-01-08,US,,0,202008,Psychology
698,202005,6,201808,2020,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/8/2021',)",2021-01-08,US,,0,202008,Psychology
698,202008,7,201808,2021,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/8/2021',)",2021-01-08,US,,0,202008,Psychology
699,202101,1,202101,2021,PSY,PSY,"('PSYC', 'PSY')","('A', 'B')","('Awarded', 'Awarded')","('1/8/2021', '5/12/2023')",2023-05-12,US,,0,202301,Psychology
699,202108,2,202101,2022,PSY,PSY,"('PSYC', 'PSY')","('A', 'B')","('Awarded', 'Awarded')","('1/8/2021', '5/12/2023')",2023-05-12,US,,0,202301,Psychology
699,202201,3,202101,2022,PSY,PSY,"('PSYC', 'PSY')","('A', 'B')","('Awarded', 'Awarded')","('1/8/2021', '5/12/2023')",2023-05-12,US,,0,202301,Psychology
699,202208,4,202101,2023,PSY,PSY,"('PSYC', 'PSY')","('A', 'B')","('Awarded', 'Awarded')","('1/8/2021', '5/12/2023')",2023-05-12,US,,0,202301,Psychology
699,202301,5,202101,2023,PSY,PSY,"('PSYC', 'PSY')","('A', 'B')","('Awarded', 'Awarded')","('1/8/2021', '5/12/2023')",2023-05-12,US,,0,202301,Psychology
700,201908,1,201908,2020,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/8/2023',)",2023-08-08,US,3.0,1,202305,Chemistry
700,202001,2,201908,2020,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/8/2023',)",2023-08-08,US,6.0,1,202305,Chemistry
700,202005,3,201908,2020,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/8/2023',)",2023-08-08,US,6.0,1,202305,Chemistry
700,202008,4,201908,2021,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/8/2023',)",2023-08-08,US,6.0,1,202305,Chemistry
700,202101,5,201908,2021,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/8/2023',)",2023-08-08,US,6.0,1,202305,Chemistry
700,202105,6,201908,2021,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/8/2023',)",2023-08-08,US,6.0,1,202305,Chemistry
700,202108,7,201908,2022,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/8/2023',)",2023-08-08,US,6.0,1,202305,Chemistry
700,202201,8,201908,2022,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/8/2023',)",2023-08-08,US,6.0,1,202305,Chemistry
700,202208,9,201908,2023,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/8/2023',)",2023-08-08,US,6.0,1,202305,Chemistry
700,202301,10,201908,2023,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/8/2023',)",2023-08-08,US,6.0,1,202305,Chemistry
701,201808,1,201808,2019,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202408,Chemistry
701,201901,2,201808,2019,CSC,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202408,Other
701,201908,3,201808,2020,CSC,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202408,Other
701,202001,4,201808,2020,CSC,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202408,Other
701,202008,5,201808,2021,CSC,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202408,Other
701,202101,6,201808,2021,CSC,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202408,Other
702,201805,1,201805,2018,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,201901,Biology
702,201808,2,201805,2019,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,9.0,0,201901,Biology
702,201901,3,201805,2019,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,9.0,0,201901,Biology
703,201808,1,201808,2019,BIO,BIO,"('PSY',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,,0,202105,Biology
703,201901,2,201808,2019,0001,BIO,"('PSY',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,,0,202105,Other
703,201908,3,201808,2020,0001,BIO,"('PSY',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,,0,202105,Other
703,202001,4,201808,2020,PSY,BIO,"('PSY',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,,0,202105,Other
703,202008,5,201808,2021,PSY,BIO,"('PSY',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,,0,202105,Psychology
703,202101,6,201808,2021,PSY,BIO,"('PSY',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,16.0,0,202105,Psychology
703,202105,7,201808,2021,PSY,BIO,"('PSY',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,16.0,0,202105,Psychology
704,201808,1,201808,2019,CHM,CHM,"('BIO',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,26.64,1,202201,Chemistry
704,201901,2,201808,2019,CHM,CHM,"('BIO',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,26.64,1,202201,Chemistry
704,201905,3,201808,2019,CHM,CHM,"('BIO',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,26.64,1,202201,Chemistry
704,201908,4,201808,2020,CHM,CHM,"('BIO',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,26.64,1,202201,Chemistry
704,202001,5,201808,2020,PSY,CHM,"('BIO',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,26.64,1,202201,Other
704,202005,6,201808,2020,PSY,CHM,"('BIO',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,26.64,1,202201,Other
704,202008,7,201808,2021,PSY,CHM,"('BIO',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,26.64,1,202201,Other
704,202101,8,201808,2021,BIO,CHM,"('BIO',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,26.64,1,202201,Biology
704,202105,9,201808,2021,BIO,CHM,"('BIO',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,26.64,1,202201,Biology
704,202108,10,201808,2022,BIO,CHM,"('BIO',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,26.64,1,202201,Biology
704,202201,11,201808,2022,BIO,CHM,"('BIO',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,26.64,1,202201,Biology
705,201808,1,201808,2019,PSY,PSY,"('CJ',)","('B',)","('Awarded',)","('8/9/2022',)",2022-08-09,US,,0,202205,Other
705,201901,2,201808,2019,PSY,PSY,"('CJ',)","('B',)","('Awarded',)","('8/9/2022',)",2022-08-09,US,,0,202205,Other
705,201908,3,201808,2020,PSY,PSY,"('CJ',)","('B',)","('Awarded',)","('8/9/2022',)",2022-08-09,US,,0,202205,Other
705,202001,4,201808,2020,CJ,PSY,"('CJ',)","('B',)","('Awarded',)","('8/9/2022',)",2022-08-09,US,,0,202205,Other
705,202008,5,201808,2021,CJ,PSY,"('CJ',)","('B',)","('Awarded',)","('8/9/2022',)",2022-08-09,US,,0,202205,Other
705,202101,6,201808,2021,CJ,PSY,"('CJ',)","('B',)","('Awarded',)","('8/9/2022',)",2022-08-09,US,,0,202205,Other
705,202108,7,201808,2022,CJ,PSY,"('CJ',)","('B',)","('Awarded',)","('8/9/2022',)",2022-08-09,US,,0,202205,Other
705,202201,8,201808,2022,CJ,PSY,"('CJ',)","('B',)","('Awarded',)","('8/9/2022',)",2022-08-09,US,,0,202205,Other
705,202205,9,201808,2022,CJ,PSY,"('CJ',)","('B',)","('Awarded',)","('8/9/2022',)",2022-08-09,US,,0,202205,Other
706,201808,1,201808,2019,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202001,Chemistry
706,201901,2,201808,2019,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202001,Chemistry
706,201908,3,201808,2020,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202001,Chemistry
706,202001,4,201808,2020,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202001,Chemistry
707,201808,1,201808,2019,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,201901,Chemistry
707,201901,2,201808,2019,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,201901,Chemistry
708,201808,1,201808,2019,CHM,CHM,"('PH',)","('B',)","('Awarded',)","('1/7/2022',)",2022-01-07,US,12.0,1,202108,Chemistry
708,201901,2,201808,2019,BIO,CHM,"('PH',)","('B',)","('Awarded',)","('1/7/2022',)",2022-01-07,US,12.0,1,202108,Biology
708,201905,3,201808,2019,BIO,CHM,"('PH',)","('B',)","('Awarded',)","('1/7/2022',)",2022-01-07,US,12.0,1,202108,Biology
708,201908,4,201808,2020,BIO,CHM,"('PH',)","('B',)","('Awarded',)","('1/7/2022',)",2022-01-07,US,12.0,1,202108,Biology
708,202001,5,201808,2020,PH,CHM,"('PH',)","('B',)","('Awarded',)","('1/7/2022',)",2022-01-07,US,12.0,1,202108,Other
708,202005,6,201808,2020,PH,CHM,"('PH',)","('B',)","('Awarded',)","('1/7/2022',)",2022-01-07,US,12.0,1,202108,Other
708,202008,7,201808,2021,PH,CHM,"('PH',)","('B',)","('Awarded',)","('1/7/2022',)",2022-01-07,US,12.0,1,202108,Other
708,202101,8,201808,2021,PH,CHM,"('PH',)","('B',)","('Awarded',)","('1/7/2022',)",2022-01-07,US,15.0,1,202108,Other
708,202105,9,201808,2021,PH,CHM,"('PH',)","('B',)","('Awarded',)","('1/7/2022',)",2022-01-07,US,15.0,1,202108,Other
708,202108,10,201808,2022,PH,CHM,"('PH',)","('B',)","('Awarded',)","('1/7/2022',)",2022-01-07,US,15.0,1,202108,Other
709,201801,1,201801,2018,PSY,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,0.0,0,201808,Other
709,201808,2,201801,2019,PSY,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,0.0,0,201808,Other
710,201808,1,201808,2019,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,,0,202201,Other
710,201901,2,201808,2019,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,,0,202201,Other
710,201905,3,201808,2019,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,,0,202201,Other
710,201908,4,201808,2020,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,,0,202201,Other
710,202001,5,201808,2020,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,,0,202201,Other
710,202008,6,201808,2021,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,,0,202201,Psychology
710,202101,7,201808,2021,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,,0,202201,Psychology
710,202105,8,201808,2021,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,,0,202201,Psychology
710,202108,9,201808,2022,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,,0,202201,Psychology
710,202201,10,201808,2022,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/13/2022',)",2022-05-13,US,,0,202201,Psychology
711,202105,1,202105,2021,PSY,PSY,"('PSYC', 'PSY')","('A', 'B')","('Awarded', 'Awarded')","('5/14/2021', '1/6/2023')",2023-01-06,US,19.0,0,202208,Psychology
711,202108,2,202105,2022,PSY,PSY,"('PSYC', 'PSY')","('A', 'B')","('Awarded', 'Awarded')","('5/14/2021', '1/6/2023')",2023-01-06,US,19.0,0,202208,Psychology
711,202201,3,202105,2022,PSY,PSY,"('PSYC', 'PSY')","('A', 'B')","('Awarded', 'Awarded')","('5/14/2021', '1/6/2023')",2023-01-06,US,19.0,0,202208,Psychology
711,202205,4,202105,2022,PSY,PSY,"('PSYC', 'PSY')","('A', 'B')","('Awarded', 'Awarded')","('5/14/2021', '1/6/2023')",2023-01-06,US,19.0,0,202208,Psychology
711,202208,5,202105,2023,PSY,PSY,"('PSYC', 'PSY')","('A', 'B')","('Awarded', 'Awarded')","('5/14/2021', '1/6/2023')",2023-01-06,US,19.0,0,202208,Psychology
712,202108,1,202108,2022,PSY,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,51.0,1,202408,Other
712,202201,2,202108,2022,PSY,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,51.0,1,202408,Other
712,202208,3,202108,2023,PSY,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,51.0,1,202408,Psychology
712,202301,4,202108,2023,PSY,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,51.0,1,202408,Psychology
713,201808,1,201808,2019,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,10.0,1,202001,Biology
713,201901,2,201808,2019,AC,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,10.0,1,202001,Other
713,201908,3,201808,2020,AC,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,10.0,1,202001,Other
713,202001,4,201808,2020,AC,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,10.0,1,202001,Other
714,201805,1,201805,2018,BIO,BIO,"('PT',)","('D',)","('Awarded',)","('5/13/2022',)",,US,,0,201805,Biology
715,201808,1,201808,2019,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,28.0,1,202005,Biology
715,201901,2,201808,2019,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,28.0,1,202005,Biology
715,202005,3,201808,2020,0000,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,28.0,1,202005,Other
716,201808,1,201808,2019,BIO,BIO,"('PH', 'BIO')","('M', 'B')","('Awarded', 'Awarded')","('1/5/2024', '1/7/2022')",2022-01-07,US,21.0,1,202108,Biology
716,201901,2,201808,2019,BIO,BIO,"('PH', 'BIO')","('M', 'B')","('Awarded', 'Awarded')","('1/5/2024', '1/7/2022')",2022-01-07,US,21.0,1,202108,Biology
716,201905,3,201808,2019,BIO,BIO,"('PH', 'BIO')","('M', 'B')","('Awarded', 'Awarded')","('1/5/2024', '1/7/2022')",2022-01-07,US,21.0,1,202108,Biology
716,201908,4,201808,2020,BIO,BIO,"('PH', 'BIO')","('M', 'B')","('Awarded', 'Awarded')","('1/5/2024', '1/7/2022')",2022-01-07,US,21.0,1,202108,Biology
716,202001,5,201808,2020,BIO,BIO,"('PH', 'BIO')","('M', 'B')","('Awarded', 'Awarded')","('1/5/2024', '1/7/2022')",2022-01-07,US,21.0,1,202108,Biology
716,202008,6,201808,2021,BIO,BIO,"('PH', 'BIO')","('M', 'B')","('Awarded', 'Awarded')","('1/5/2024', '1/7/2022')",2022-01-07,US,21.0,1,202108,Biology
716,202101,7,201808,2021,BIO,BIO,"('PH', 'BIO')","('M', 'B')","('Awarded', 'Awarded')","('1/5/2024', '1/7/2022')",2022-01-07,US,21.0,1,202108,Biology
716,202105,8,201808,2021,BIO,BIO,"('PH', 'BIO')","('M', 'B')","('Awarded', 'Awarded')","('1/5/2024', '1/7/2022')",2022-01-07,US,21.0,1,202108,Biology
716,202108,9,201808,2022,BIO,BIO,"('PH', 'BIO')","('M', 'B')","('Awarded', 'Awarded')","('1/5/2024', '1/7/2022')",2022-01-07,US,21.0,1,202108,Biology
717,201801,1,201801,2018,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,30.33,1,201801,Chemistry
718,201808,1,201808,2019,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,19.0,1,202105,Biology
718,201901,2,201808,2019,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,19.0,1,202105,Biology
718,201905,3,201808,2019,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,19.0,1,202105,Biology
718,201908,4,201808,2020,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,19.0,1,202105,Biology
718,202001,5,201808,2020,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,19.0,1,202105,Biology
718,202005,6,201808,2020,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,19.0,1,202105,Biology
718,202008,7,201808,2021,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,19.0,1,202105,Biology
718,202101,8,201808,2021,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,19.0,1,202105,Biology
718,202105,9,201808,2021,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,19.0,1,202105,Biology
719,201808,1,201808,2019,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,19.0,1,202001,Biology
719,201901,2,201808,2019,GEO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,19.0,1,202001,Geosciences
719,201908,3,201808,2020,IDS,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,19.0,1,202001,Interdisciplinary Studies
719,202001,4,201808,2020,GEO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,19.0,1,202001,Geosciences
720,202005,1,202005,2020,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,68.0,0,202105,Chemistry
720,202008,2,202005,2021,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,68.0,0,202105,Chemistry
720,202101,3,202005,2021,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,68.0,0,202105,Chemistry
720,202105,4,202005,2021,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/10/2021',)",2021-08-10,US,68.0,0,202105,Chemistry
721,201808,1,201808,2019,CHM,CHM,"('NEUR',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Chemistry
721,201901,2,201808,2019,CHM,CHM,"('NEUR',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Chemistry
721,201908,3,201808,2020,PSY,CHM,"('NEUR',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Other
721,202001,4,201808,2020,BIO,CHM,"('NEUR',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Biology
721,202005,5,201808,2020,BIO,CHM,"('NEUR',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Biology
721,202008,6,201808,2021,BIO,CHM,"('NEUR',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Biology
721,202101,7,201808,2021,BIO,CHM,"('NEUR',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Biology
721,202108,8,201808,2022,BIO,CHM,"('NEUR',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Biology
721,202201,9,201808,2022,NEUR,CHM,"('NEUR',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Neuroscience
721,202205,10,201808,2022,NEUR,CHM,"('NEUR',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Neuroscience
721,202208,11,201808,2023,NEUR,CHM,"('NEUR',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Neuroscience
721,202301,12,201808,2023,NEUR,CHM,"('NEUR',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Neuroscience
722,201808,1,201808,2019,PSY,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,201901,Other
722,201901,2,201808,2019,PSY,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,31.0,0,201901,Other
723,201808,1,201808,2019,BIO,BIO,"('BUE',)","('B',)","('Awarded',)","('1/6/2023',)",2023-01-06,US,,0,202208,Biology
723,201901,2,201808,2019,BIO,BIO,"('BUE',)","('B',)","('Awarded',)","('1/6/2023',)",2023-01-06,US,,0,202208,Biology
723,201908,3,201808,2020,BIO,BIO,"('BUE',)","('B',)","('Awarded',)","('1/6/2023',)",2023-01-06,US,,0,202208,Biology
723,202001,4,201808,2020,FI,BIO,"('BUE',)","('B',)","('Awarded',)","('1/6/2023',)",2023-01-06,US,,0,202208,Other
723,202008,5,201808,2021,BUE,BIO,"('BUE',)","('B',)","('Awarded',)","('1/6/2023',)",2023-01-06,US,,0,202208,Other
723,202101,6,201808,2021,BUE,BIO,"('BUE',)","('B',)","('Awarded',)","('1/6/2023',)",2023-01-06,US,,0,202208,Other
723,202108,7,201808,2022,BUE,BIO,"('BUE',)","('B',)","('Awarded',)","('1/6/2023',)",2023-01-06,US,,0,202208,Other
723,202201,8,201808,2022,BUE,BIO,"('BUE',)","('B',)","('Awarded',)","('1/6/2023',)",2023-01-06,US,,0,202208,Other
723,202205,9,201808,2022,BUE,BIO,"('BUE',)","('B',)","('Awarded',)","('1/6/2023',)",2023-01-06,US,,0,202208,Other
723,202208,10,201808,2023,BUE,BIO,"('BUE',)","('B',)","('Awarded',)","('1/6/2023',)",2023-01-06,US,,0,202208,Other
724,201908,1,201908,2020,PSY,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202408,Other
724,202001,2,201908,2020,CSC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,7.0,0,202408,Other
724,202005,3,201908,2020,CSC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,7.0,0,202408,Other
724,202008,4,201908,2021,CSC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,7.0,0,202408,Other
724,202101,5,201908,2021,CSC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,7.0,0,202408,Other
724,202105,6,201908,2021,CSC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,7.0,0,202408,Other
724,202108,7,201908,2022,CSC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,7.0,0,202408,Other
724,202201,8,201908,2022,CSC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,7.0,0,202408,Other
724,202208,9,201908,2023,BUE,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,7.0,0,202408,Other
724,202301,10,201908,2023,BUE,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,7.0,0,202408,Other
725,201808,1,201808,2019,PSY,PSY,"('FMM',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Other
725,201901,2,201808,2019,PSY,PSY,"('FMM',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Other
725,201908,3,201808,2020,FMM,PSY,"('FMM',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Other
725,202001,4,201808,2020,PSY,PSY,"('FMM',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Psychology
725,202008,5,201808,2021,FMM,PSY,"('FMM',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,,0,202401,Other
725,202101,6,201808,2021,FMM,PSY,"('FMM',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,9.0,0,202401,Other
725,202105,7,201808,2021,FMM,PSY,"('FMM',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,9.0,0,202401,Other
725,202108,8,201808,2022,FMM,PSY,"('FMM',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,9.0,0,202401,Other
725,202201,9,201808,2022,FMM,PSY,"('FMM',)","('B',)","('Awarded',)","('5/10/2024',)",2024-05-10,US,9.0,0,202401,Other
726,201808,1,201808,2019,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202101,Chemistry
726,201901,2,201808,2019,MGRS,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202101,Other
726,201905,3,201808,2019,MGRS,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202101,Other
726,201908,4,201808,2020,MGRS,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202101,Other
726,202001,5,201808,2020,MGRS,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202101,Other
726,202005,6,201808,2020,MGRS,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202101,Other
726,202008,7,201808,2021,MGRS,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202101,Other
726,202101,8,201808,2021,MGRS,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,202101,Other
