,demographics_term,student_ID,course_prefix,course_number,course_suffix,course_credits,course_grade_letter,demographics_race,demographics_sex,major_term,term_earliest,major_term_earliest
687,201601,535,CHEM,1211,K,4.0,B,B,F,BIO,201108.0,0000
688,201601,245,CHEM,1212,K,4.0,A,W,M,BUE,201108.0,BUE
689,201601,536,CHEM,1211,K,4.0,B,W,M,PHY,201108.0,PHY
690,201601,537,CHEM,1211,K,4.0,B,,M,BIO,201108.0,0000
691,201601,538,CHEM,1211,K,4.0,C-,B,M,BIO,201108.0,BIO
692,201601,246,CHEM,1212,K,4.0,B,W,M,PHY,201108.0,PHY
693,201601,539,CHEM,1211,K,4.0,B,B,M,MTH,201108.0,NUR
694,201601,540,CHEM,1211,K,4.0,B,Z,F,BIO,201108.0,BIO
695,201601,541,CHEM,1211,K,4.0,I,W,F,CHM,201108.0,0000
696,201601,542,CHEM,1211,K,4.0,B,B,F,BIO,201108.0,BIO
697,201601,543,CHEM,1211,K,4.0,B-,W,F,BIO,201108.0,BIO
698,201601,544,CHEM,1211,K,4.0,B-,B,F,BIO,201108.0,BIO
699,201601,545,CHEM,1211,K,4.0,B,W,M,0000,201108.0,0000
700,201601,546,CHEM,1211,K,4.0,B,W,M,EXS,201108.0,EXS
701,201601,248,CHEM,2400,,4.0,B,B,F,BIO,201108.0,BIO
702,201601,547,CHEM,1211,K,4.0,C+,,F,BIO,201201.0,BIO
703,201601,548,CHEM,1211,K,4.0,B+,Z,F,BIO,201108.0,BIO
704,201601,250,CHEM,1212,K,4.0,C-,Z,M,BIO,201108.0,BIO
705,201601,549,CHEM,1211,K,4.0,B+,B,M,0000,201108.0,0000
706,201601,251,CHEM,1212,K,4.0,C+,Z,M,BIO,201108.0,0000
707,201601,550,CHEM,1211,K,4.0,B,B,M,PSY,201108.0,PSY
708,201601,551,CHEM,1211,K,4.0,F,Z,M,PHY,201108.0,PHY
709,201601,552,CHEM,1211,K,4.0,W,B,M,BIO,201108.0,0000
710,201601,553,CHEM,1211,K,4.0,C+,B,F,CHM,201108.0,PSY
711,201601,554,CHEM,1211,K,4.0,B-,B,F,0000,201108.0,0000
712,201601,555,CHEM,1211,K,4.0,C-,W,M,CHM,201108.0,HPE
713,201601,252,CHEM,1211,K,4.0,F,B,F,BIO,201108.0,BIO
714,201601,253,CHEM,1212,K,4.0,I,B,F,CHM,201108.0,CHM
715,201601,254,CHEM,1212,K,4.0,A,B,F,CHM,201108.0,CHM
716,201601,556,CHEM,2400,,4.0,B-,B,F,BIO,201108.0,BIO
717,201601,256,CHEM,1212,K,4.0,B,Z,F,0000,201108.0,0000
718,201601,557,CHEM,1211,K,4.0,A,Z,M,PHY,201108.0,0000
719,201601,558,CHEM,1212,K,4.0,A,Z,F,0000,201108.0,0000
720,201601,258,CHEM,1212,K,4.0,C+,B,M,BIO,201108.0,BIO
721,201601,559,CHEM,1212,K,4.0,W,B,M,CHM,201108.0,CHM
722,201601,560,CHEM,1211,K,4.0,D,B,F,BIO,201108.0,BIO
723,201601,561,CHEM,1211,K,4.0,B-,B,M,BIO,201108.0,BIO
724,201601,259,CHEM,1212,K,4.0,C+,WZ,M,0000,201108.0,0000
725,201601,562,CHEM,1211,K,4.0,C,B,F,BIO,201108.0,BIO
726,201601,260,CHEM,1212,K,4.0,C+,B,M,BIO,201108.0,BIO
727,201601,261,CHEM,1212,K,4.0,F,B,M,BIO,201108.0,BIO
728,201601,563,CHEM,1211,K,4.0,C+,B,M,PSY,201108.0,PSY
729,201601,564,CHEM,1212,K,4.0,C,B,F,EXS,201108.0,EXS
730,201601,262,CHEM,1212,K,4.0,B,B,F,0000,201108.0,0000
731,201601,264,CHEM,2400,,4.0,A,W,F,BIO,201108.0,BIO
732,201601,565,CHEM,1211,K,4.0,B-,W,F,PSY,201108.0,PSY
733,201601,566,CHEM,1212,K,4.0,A,,F,CHM,201108.0,CHM
734,201601,567,CHEM,2400,,4.0,C-,,F,BIO,201108.0,BIO
735,201601,568,CHEM,2400,,4.0,A+,,M,NEUR,201108.0,NEUR
736,201601,266,CHEM,1212,K,4.0,A,W,F,BIO,201108.0,NUR
737,201601,267,CHEM,1212,K,4.0,A+,WZ,M,BIO,201108.0,0000
738,201601,268,CHEM,1212,K,4.0,A,,M,0000,201108.0,0000
739,201601,569,CHEM,1211,K,4.0,B,W,M,BIO,201108.0,BIO
740,201601,570,CHEM,1212,K,4.0,A,W,F,BIO,201108.0,BIO
741,201601,571,CHEM,1211,K,4.0,C,,M,BIO,201108.0,BIO
742,201601,572,CHEM,1212,K,4.0,B,W,M,CHM,201201.0,CHM
743,201601,270,CHEM,1212,K,4.0,A-,B,F,CHM,201108.0,CHM
744,201601,573,CHEM,1211,K,4.0,C+,W,M,BIO,201108.0,BIO
745,201601,271,CHEM,1212,K,4.0,C,,F,BIO,201108.0,BIO
746,201601,272,CHEM,1212,K,4.0,B-,B,M,CHM,201108.0,CHM
747,201601,574,CHEM,2400,,4.0,A,B,F,BIO,201108.0,BIO
748,201601,575,CHEM,1211,K,4.0,A-,Z,F,PSY,201108.0,PSY
749,201601,273,CHEM,1212,K,4.0,W,W,F,BIO,201108.0,BIO
750,201601,275,CHEM,1212,K,4.0,A,B,F,PSY,201108.0,PSY
751,201601,576,CHEM,1211,K,4.0,I,W,M,BIO,201108.0,BIO
752,201601,577,CHEM,1212,K,4.0,C,,M,BIO,201108.0,BIO
753,201601,578,CHEM,1211,K,4.0,B+,W,F,BIO,201108.0,BIO
754,201601,579,CHEM,1211,K,4.0,C,B,F,BIO,201108.0,BIO
755,201601,580,CHEM,1211,K,4.0,D,B,M,PHY,201108.0,PHY
756,201601,581,CHEM,1211,K,4.0,B,B,F,BIO,201201.0,BIO
757,201601,582,CHEM,1211,K,4.0,B,B,M,BIO,201108.0,BIO
758,201601,583,CHEM,1211,K,4.0,C+,W,M,BIO,201108.0,BIO
759,201601,584,CHEM,1212,K,4.0,B-,B,F,0000,201108.0,0000
760,201601,585,CHEM,2400,,4.0,A,W,F,0000,201108.0,0000
761,201601,586,CHEM,1211,K,4.0,A+,B,M,POL,201108.0,POL
762,201601,587,CHEM,1211,K,4.0,B,,M,BIO,201108.0,BIO
763,201601,588,CHEM,1211,K,4.0,B,Z,M,BIO,201108.0,BIO
764,201601,589,CHEM,1211,K,4.0,B-,W,M,PHY,201108.0,PSY
765,201601,590,CHEM,1212,K,4.0,B,W,M,BIO,201108.0,BIO
766,201601,591,CHEM,1212,K,4.0,I,B,M,BIO,201108.0,BIO
767,201601,592,CHEM,1211,K,4.0,A+,W,M,IDS,201108.0,IDS
768,201601,284,CHEM,1212,K,4.0,B,W,F,0000,201108.0,0000
769,201601,285,CHEM,1212,K,4.0,A,B,F,CHM,201108.0,CHM
770,201601,593,CHEM,1211,K,4.0,A-,,F,CHM,201108.0,CHM
771,201601,287,CHEM,1212,K,4.0,A+,W,F,NEUR,201108.0,BIO
772,201601,594,CHEM,1212,K,4.0,A,W,M,EXS,201108.0,EXS
773,201601,289,CHEM,1212,K,4.0,A+,W,M,BIO,201108.0,0000
774,201601,595,CHEM,1211,K,4.0,C,B,F,BIO,201108.0,BIO
775,201601,292,CHEM,1212,K,4.0,C,W,F,NUR,201108.0,NUR
776,201601,293,CHEM,2400,,4.0,C-,B,F,CHM,201108.0,CHM
777,201601,596,CHEM,1211,K,4.0,I,W,F,EXS,201108.0,0000
778,201601,597,CHEM,1211,K,4.0,C,Z,M,CHM,201108.0,CHM
779,201601,598,CHEM,1211,K,4.0,A,,M,BIO,201201.0,BIO
780,201601,599,CHEM,1211,K,4.0,C+,B,F,BIO,201108.0,BIO
781,201601,296,CHEM,1212,K,4.0,A+,W,M,0000,201108.0,0000
782,201601,600,CHEM,1211,K,4.0,C-,B,M,NEUR,201201.0,NEUR
783,201601,601,CHEM,1211,K,4.0,A,B,M,BIO,201201.0,BIO
784,201601,602,CHEM,1211,K,4.0,F,W,M,PHY,201201.0,PHY
785,201601,603,CHEM,1212,K,4.0,W,W,M,CHM,201201.0,CHM
786,201601,604,CHEM,1212,K,4.0,B,W,F,CHM,201201.0,CHM
787,201601,605,CHEM,1212,K,4.0,A,W,M,CHM,201201.0,CHM
788,201601,606,CHEM,1211,K,4.0,B,B,F,BIO,201201.0,BIO
789,201601,607,CHEM,1211,K,4.0,A-,Z,F,CHM,201201.0,CHM
790,201601,608,CHEM,1212,K,4.0,B,Z,M,BIO,201201.0,BIO
791,201601,609,CHEM,1211,K,4.0,A,W,F,0000,201201.0,0000
792,201601,610,CHEM,1211,K,4.0,A,W,F,BIO,201201.0,BIO
793,201601,611,CHEM,1212,K,4.0,A+,W,M,0000,201201.0,0000
794,201601,612,CHEM,1211,K,4.0,A,W,M,CHM,201201.0,CHM
795,201601,613,CHEM,1212,K,4.0,A,W,M,0000,201201.0,0000
796,201605,614,CHEM,1211,K,4.0,B,Z,F,CHM,201205.0,CHM
797,201605,615,CHEM,1211,K,4.0,W,W,M,BIO,201205.0,BIO
798,201605,616,CHEM,1211,K,4.0,W,B,F,BIO,201205.0,BIO
799,201605,617,CHEM,1211,K,4.0,W,W,F,0000,201201.0,0000
800,201605,618,CHEM,1211,K,4.0,A,W,F,0000,201201.0,0000
801,201605,619,CHEM,2400,,4.0,W,B,F,BIO,201205.0,BIO
802,201605,620,CHEM,1212,K,4.0,A+,B,F,0000,201201.0,0000
803,201605,620,CHEM,1211,K,4.0,A+,B,F,0000,201201.0,0000
804,201605,621,CHEM,1211,K,4.0,A+,W,M,0000,201205.0,0000
805,201605,5,CHEM,2400,,4.0,A,W,F,NUR,201108.0,NUR
806,201605,303,CHEM,1212,K,4.0,A,W,M,PSY,201108.0,0000
807,201605,304,CHEM,1212,K,4.0,B-,B,F,BIO,201108.0,BIO
808,201605,15,CHEM,2400,,4.0,F,Z,M,SOC,201108.0,CHM
809,201605,622,CHEM,1211,K,4.0,D,B,F,BIO,201201.0,NUR
810,201605,310,CHEM,2400,,4.0,A-,B,F,BIO,201108.0,BIO
811,201605,623,CHEM,2400,,4.0,B,B,F,0000,201205.0,0000
812,201605,22,CHEM,2400,,4.0,B+,B,F,CHM,201108.0,CHM
813,201605,314,CHEM,1212,K,4.0,C,,M,CHM,201108.0,CHM
814,201605,624,CHEM,2400,,4.0,A-,B,M,BIO,201108.0,BIO
815,201605,625,CHEM,1211,K,4.0,B,B,F,0000,201205.0,0000
816,201605,626,CHEM,1212,K,4.0,D,W,F,BIO,201108.0,BIO
817,201605,627,CHEM,1212,K,4.0,I,B,F,BIO,201108.0,BIO
818,201605,29,CHEM,1212,K,4.0,C-,,M,BIO,201108.0,BIO
819,201605,319,CHEM,1212,K,4.0,B-,B,F,BIO,201108.0,BIO
820,201605,628,CHEM,1212,K,4.0,A+,W,M,BIO,201201.0,BIO
821,201605,629,CHEM,1212,K,4.0,C+,W,F,0000,201205.0,0000
822,201605,630,CHEM,2400,,4.0,I,B,F,BIO,201205.0,BIO
823,201605,631,CHEM,1211,K,4.0,B,W,F,0000,201205.0,0000
824,201605,632,CHEM,1211,K,4.0,B-,B,F,0000,201205.0,0000
825,201605,39,CHEM,1211,K,4.0,A-,W,M,PHY,201108.0,BIO
826,201605,333,CHEM,2400,,4.0,B+,I,F,BIO,201108.0,BIO
827,201605,633,CHEM,2400,,4.0,A-,W,F,0000,201205.0,0000
828,201605,634,CHEM,1212,K,4.0,C+,B,F,0000,201205.0,0000
829,201605,635,CHEM,1211,K,4.0,B,B,M,BIO,201201.0,BIO
830,201605,636,CHEM,1211,K,4.0,D,Z,F,BIO,201205.0,BIO
831,201605,347,CHEM,1212,K,4.0,A+,Z,F,BIO,201108.0,BIO
832,201605,348,CHEM,1212,K,4.0,C+,B,F,BIO,201108.0,BIO
833,201605,637,CHEM,1212,K,4.0,W,W,M,BIO,201205.0,BIO
834,201605,638,CHEM,1212,K,4.0,C,B,F,0000,201205.0,0000
835,201605,359,CHEM,1212,K,4.0,B,Z,M,BIO,201108.0,BIO
836,201605,363,CHEM,1212,K,4.0,A,B,F,BIO,201108.0,BIO
837,201605,639,CHEM,1212,K,4.0,A-,Z,M,0000,201205.0,0000
838,201605,367,CHEM,1212,K,4.0,B,B,F,CHM,201108.0,NUR
839,201605,640,CHEM,1211,K,4.0,W,B,F,BIO,201205.0,BIO
840,201605,641,CHEM,1211,K,4.0,A,W,M,PHY,201108.0,PHY
841,201605,642,CHEM,1212,K,4.0,B,Z,F,BIO,201205.0,BIO
842,201605,70,CHEM,2400,,4.0,A+,Z,M,CHM,201108.0,CHM
843,201605,643,CHEM,1211,K,4.0,C+,B,F,EXS,201108.0,EXS
844,201605,644,CHEM,1211,K,4.0,C-,Z,M,BIO,201108.0,CSC
845,201605,645,CHEM,1211,K,4.0,W,B,F,BIO,201108.0,JOU
846,201605,74,CHEM,1212,K,4.0,A-,Z,F,NUR,201108.0,0000
847,201605,646,CHEM,1211,K,4.0,C+,W,F,BIO,201108.0,0000
848,201605,647,CHEM,1212,K,4.0,W,Z,M,CSC,201108.0,CIS
849,201605,383,CHEM,1211,K,4.0,B,W,F,BIO,201108.0,BIO
850,201605,648,CHEM,1211,K,4.0,C+,Z,F,BIO,201108.0,BIO
851,201605,649,CHEM,1211,K,4.0,C+,B,F,BIO,201108.0,0000
852,201605,395,CHEM,1212,K,4.0,C,Z,M,0000,201108.0,0000
853,201605,650,CHEM,1212,K,4.0,A,Z,F,0000,201205.0,0000
854,201605,401,CHEM,1212,K,4.0,B-,W,F,BIO,201108.0,BIO
855,201605,115,CHEM,1212,K,4.0,A,Z,F,BIO,201108.0,BIO
856,201605,406,CHEM,1212,K,4.0,B,BW,M,0000,201108.0,0000
857,201605,119,CHEM,1211,K,4.0,F,Z,F,BIO,201108.0,BIO
858,201605,651,CHEM,1211,K,4.0,A,Z,M,BIO,201108.0,BUE
859,201605,652,CHEM,1212,K,4.0,W,W,F,FI,201201.0,CHM
860,201605,653,CHEM,1212,K,4.0,A+,B,F,0000,201205.0,0000
861,201605,654,CHEM,1211,K,4.0,B+,B,F,BIO,201108.0,BIO
862,201605,655,CHEM,1211,K,4.0,B,,F,BIO,201108.0,BIO
863,201605,142,CHEM,1212,K,4.0,B,W,M,BIO,201108.0,BIO
864,201605,656,CHEM,1211,K,4.0,B-,B,M,BIO,201108.0,BIO
865,201605,657,CHEM,1211,K,4.0,D,B,F,BIO,201108.0,EXS
866,201605,449,CHEM,1212,K,4.0,B,Z,F,NUR,201108.0,BIO
867,201605,453,CHEM,1212,K,4.0,A,W,M,BIO,201108.0,BIO
868,201605,160,CHEM,1212,K,4.0,C+,W,F,BIO,201108.0,0000
869,201605,658,CHEM,1211,K,4.0,B,Z,M,CSC,201108.0,CSC
870,201605,659,CHEM,1211,K,4.0,A-,W,F,BIO,201108.0,FI
871,201605,463,CHEM,1212,K,4.0,A,Z,M,BIO,201108.0,EXS
872,201605,465,CHEM,1212,K,4.0,B-,B,F,CHM,201108.0,CHM
873,201605,660,CHEM,2400,,4.0,A-,W,F,0000,201205.0,0000
874,201605,661,CHEM,1212,K,4.0,B-,W,F,PHY,201108.0,MTH
875,201605,179,CHEM,1212,K,4.0,A,Z,M,PHY,201108.0,PHY
876,201605,662,CHEM,1211,K,4.0,A-,B,F,BIO,201201.0,BIO
877,201605,185,CHEM,1212,K,4.0,A,B,M,BIO,201108.0,BIO
878,201605,663,CHEM,1211,K,4.0,B,W,M,BIO,201108.0,BUE
879,201605,664,CHEM,1211,K,4.0,W,BW,F,BIO,201108.0,0000
880,201605,665,CHEM,1211,K,4.0,D,B,F,BIO,201201.0,BIO
881,201605,666,CHEM,1212,K,4.0,A-,W,M,CHM,201108.0,0000
882,201605,667,CHEM,1211,K,4.0,I,W,M,CHM,201108.0,CHM
883,201605,668,CHEM,1211,K,4.0,B+,Z,M,BUE,201108.0,BUE
884,201605,669,CHEM,1211,K,4.0,F,B,F,ENG,201201.0,BIO
885,201605,670,CHEM,1211,K,4.0,B,Z,M,BIO,201108.0,BIO
886,201605,210,CHEM,2400,,4.0,C,B,F,BIO,201108.0,BIO
887,201605,508,CHEM,1212,K,4.0,A+,,M,BIO,201201.0,BIO
888,201605,512,CHEM,1212,K,4.0,B,B,F,CHM,201108.0,CHM
889,201605,671,CHEM,1211,K,4.0,B,W,M,NEUR,201108.0,0000
890,201605,672,CHEM,1211,K,4.0,C,W,F,NUR,201108.0,NUR
891,201605,673,CHEM,1211,K,4.0,C+,W,M,NEUR,201108.0,PSY
892,201605,674,CHEM,1211,K,4.0,C+,B,F,BIO,201108.0,BIO
893,201605,675,CHEM,1212,K,4.0,C,W,F,BIO,201108.0,PHY
894,201605,237,CHEM,1212,K,4.0,A-,B,F,MTH,201108.0,MTH
895,201605,676,CHEM,1211,K,4.0,W,B,F,NUR,201108.0,NUR
896,201605,548,CHEM,1212,K,4.0,A,Z,F,BIO,201108.0,BIO
897,201605,677,CHEM,1211,K,4.0,C+,W,M,0000,201205.0,0000
898,201605,553,CHEM,1212,K,4.0,B,B,F,CHM,201108.0,PSY
899,201605,562,CHEM,1212,K,4.0,W,B,F,BIO,201108.0,BIO
900,201605,678,CHEM,1211,K,4.0,B-,W,M,PHY,201201.0,PHY
901,201605,566,CHEM,2400,,4.0,A,,F,CHM,201108.0,CHM
902,201605,679,CHEM,2400,,4.0,F,B,F,CHM,201201.0,CHM
903,201605,272,CHEM,2400,,4.0,B,B,M,CHM,201108.0,CHM
904,201605,680,CHEM,1211,K,4.0,A,B,M,BIO,201201.0,BIO
905,201605,681,CHEM,2400,,4.0,A+,,F,BIO,201201.0,BIO
906,201605,682,CHEM,1212,K,4.0,W,BW,M,BIO,201205.0,BIO
907,201605,579,CHEM,1212,K,4.0,C-,B,F,BIO,201108.0,BIO
908,201605,581,CHEM,1212,K,4.0,C+,B,F,BIO,201201.0,BIO
909,201605,583,CHEM,1212,K,4.0,F,W,M,BIO,201108.0,BIO
910,201605,588,CHEM,1212,K,4.0,A,Z,M,BIO,201108.0,BIO
911,201605,683,CHEM,1211,K,4.0,A+,,F,0000,201205.0,0000
912,201605,590,CHEM,2400,,4.0,A,W,M,BIO,201108.0,BIO
913,201605,684,CHEM,2400,,4.0,B+,W,M,NEUR,201108.0,MTH
914,201605,591,CHEM,1212,K,4.0,D,B,M,BIO,201108.0,BIO
915,201605,685,CHEM,2400,,4.0,C-,,F,BIO,201108.0,BIO
916,201605,285,CHEM,2400,,4.0,A-,B,F,BIO,201108.0,CHM
917,201605,595,CHEM,1212,K,4.0,C,B,F,BIO,201108.0,BIO
918,201605,599,CHEM,2400,,4.0,F,B,F,BIO,201108.0,BIO
919,201605,296,CHEM,2400,,4.0,A+,W,M,0000,201108.0,0000
920,201605,686,CHEM,1211,K,4.0,C+,B,F,0000,201201.0,0000
921,201605,687,CHEM,1211,K,4.0,A,W,M,BIO,201201.0,BIO
922,201605,601,CHEM,1212,K,4.0,W,B,M,BIO,201201.0,BIO
923,201605,688,CHEM,1211,K,4.0,A,W,F,ALG,201201.0,ALG
924,201605,689,CHEM,1211,K,4.0,A,W,M,PHY,201201.0,PHY
925,201605,690,CHEM,1212,K,4.0,A,W,F,NEUR,201201.0,NEUR
926,201605,691,CHEM,1211,K,4.0,A,W,F,GLY,201201.0,GLY
927,201605,607,CHEM,1212,K,4.0,B+,Z,F,CHM,201201.0,CHM
928,201605,692,CHEM,1211,K,4.0,B,Z,F,CSC,201205.0,CSC
929,201605,609,CHEM,1212,K,4.0,A+,W,F,0000,201201.0,0000
930,201605,693,CHEM,1211,K,4.0,A,Z,F,0000,201201.0,0000
931,201605,694,CHEM,1211,K,4.0,A+,W,M,0000,201205.0,0000
932,201605,695,CHEM,1211,K,4.0,B,W,F,0000,201201.0,0000
933,201605,696,CHEM,1212,K,4.0,B+,,F,BIO,201205.0,BIO
934,201605,697,CHEM,1211,K,4.0,B-,W,F,SPA,201205.0,SPA
935,201605,698,CHEM,1212,K,4.0,C,W,F,BIO,201205.0,BIO
936,201605,699,CHEM,1212,K,4.0,C,Z,F,0000,201205.0,0000
937,201605,700,CHEM,1211,K,4.0,A-,,F,BIO,201205.0,BIO
938,201605,701,CHEM,2400,,4.0,C,Z,F,0000,201205.0,0000
939,201605,702,CHEM,1211,K,4.0,I,B,F,0000,201205.0,0000
940,201605,703,CHEM,1212,K,4.0,A,W,M,0000,201205.0,0000
941,201605,704,CHEM,1211,K,4.0,A,W,M,0000,201205.0,0000
942,201605,705,CHEM,1211,K,4.0,A-,W,M,BIO,201205.0,BIO
943,201605,706,CHEM,2400,,4.0,B+,,M,NTR,201205.0,NTR
944,201605,707,CHEM,1212,K,4.0,B,W,M,0000,201205.0,0000
945,201605,708,CHEM,1211,K,4.0,B,BWZ,F,BIO,201205.0,BIO
946,201605,709,CHEM,1211,K,4.0,B-,B,F,0000,201205.0,0000
947,201605,710,CHEM,2400,,4.0,B-,Z,F,0000,201205.0,0000
948,201605,711,CHEM,1212,K,4.0,A,W,F,0000,201205.0,0000
949,201605,712,CHEM,2400,,4.0,F,B,F,0000,201205.0,0000
950,201605,713,CHEM,1211,K,4.0,A,B,F,0000,201205.0,0000
951,201605,714,CHEM,2400,,4.0,A,,M,0000,201205.0,0000
952,201605,715,CHEM,2400,,4.0,F,B,F,0000,201205.0,0000
953,201605,716,CHEM,1211,K,4.0,A,Z,F,0000,201205.0,0000
954,201605,717,CHEM,2400,,4.0,F,W,M,0000,201205.0,0000
955,201605,718,CHEM,1211,K,4.0,A-,B,F,0000,201205.0,0000
956,201605,719,CHEM,1211,K,4.0,W,W,M,0000,201205.0,0000
957,201605,720,CHEM,2400,,4.0,A-,W,F,0000,201205.0,0000
958,201605,721,CHEM,1212,K,4.0,A,W,F,0000,201205.0,0000
959,201605,722,CHEM,2400,,4.0,C+,B,M,0000,201205.0,0000
